11-FEB-2006 15:00:00.000000
# V4 file generated by J. J. Remedios and R. J. Leigh
# PRE profile (mb) for lat -75.0000 degrees, month 10.0000:
  2.3742e-05  2.5592e-05  2.7824e-05  3.0250e-05  3.2918e-05  3.6187e-05
  3.9781e-05  4.3932e-05  4.8798e-05  5.4227e-05  6.0691e-05  6.7925e-05
  7.6545e-05  8.6371e-05  9.8118e-05  1.1169e-04  1.2822e-04  1.4752e-04
  1.7150e-04  2.0012e-04  2.3491e-04  2.7826e-04  3.3144e-04  3.9727e-04
  4.7939e-04  5.8134e-04  7.0842e-04  8.6707e-04  1.0643e-03  1.3104e-03
  1.6160e-03  1.9938e-03  2.4570e-03  3.0189e-03  3.6932e-03  4.4869e-03
  5.4139e-03  6.4963e-03  7.7565e-03  9.2058e-03  1.0895e-02  1.2856e-02
  1.5130e-02  1.7774e-02  2.0821e-02  2.4321e-02  2.8373e-02  3.3045e-02
  3.8421e-02  4.4586e-02  5.1669e-02  5.9845e-02  6.9207e-02  7.9985e-02
  9.2343e-02  1.0645e-01  1.2260e-01  1.4100e-01  1.6211e-01  1.8598e-01
  2.1317e-01  2.4366e-01  2.7815e-01  3.1683e-01  3.6056e-01  4.0988e-01
  4.6533e-01  5.2762e-01  5.9767e-01  6.7641e-01  7.6483e-01  8.6403e-01
  9.7557e-01  1.1008e+00  1.2418e+00  1.4004e+00  1.5793e+00  1.7810e+00
  2.0084e+00  2.2650e+00  2.5548e+00  2.8862e+00  3.2611e+00  3.6907e+00
  4.1781e+00  4.7465e+00  5.3942e+00  6.1485e+00  7.0163e+00  8.0434e+00
  9.2367e+00  1.0638e+01  1.2301e+01  1.4262e+01  1.6632e+01  1.9424e+01
  2.2731e+01  2.6620e+01  3.1196e+01  3.6656e+01  4.3097e+01  5.0695e+01
  5.9693e+01  7.0365e+01  8.3035e+01  9.7986e+01  1.1569e+02  1.3667e+02
  1.6146e+02  1.9064e+02  2.2497e+02  2.6492e+02  3.1123e+02  3.6459e+02
  4.2430e+02  4.9258e+02  5.6869e+02  6.5488e+02  7.5545e+02  8.7382e+02
  1.0100e+03
 
# PRE profile (mb) for lat -45.0000 degrees, month 10.0000:
  2.5387e-05  2.7541e-05  2.9886e-05  3.2430e-05  3.5552e-05  3.9015e-05
  4.2933e-05  4.7709e-05  5.3017e-05  5.9513e-05  6.6925e-05  7.5849e-05
  8.6223e-05  9.8827e-05  1.1355e-04  1.3162e-04  1.5300e-04  1.7905e-04
  2.1043e-04  2.4810e-04  2.9444e-04  3.5091e-04  4.1962e-04  5.0362e-04
  6.0595e-04  7.3098e-04  8.8340e-04  1.0676e-03  1.2937e-03  1.5666e-03
  1.8951e-03  2.2903e-03  2.7562e-03  3.3140e-03  3.9767e-03  4.7542e-03
  5.6587e-03  6.7208e-03  7.9667e-03  9.4122e-03  1.1096e-02  1.3052e-02
  1.5322e-02  1.7965e-02  2.1024e-02  2.4529e-02  2.8590e-02  3.3298e-02
  3.8726e-02  4.4980e-02  5.2165e-02  6.0457e-02  6.9915e-02  8.0823e-02
  9.3388e-02  1.0772e-01  1.2416e-01  1.4300e-01  1.6463e-01  1.8915e-01
  2.1721e-01  2.4920e-01  2.8565e-01  3.2722e-01  3.7406e-01  4.2726e-01
  4.8690e-01  5.5461e-01  6.3095e-01  7.1773e-01  8.1488e-01  9.2513e-01
  1.0496e+00  1.1909e+00  1.3512e+00  1.5331e+00  1.7417e+00  1.9790e+00
  2.2527e+00  2.5653e+00  2.9281e+00  3.3455e+00  3.8323e+00  4.3943e+00
  5.0452e+00  5.8066e+00  6.6928e+00  7.7363e+00  8.9498e+00  1.0377e+01
  1.2041e+01  1.3985e+01  1.6266e+01  1.8925e+01  2.2001e+01  2.5588e+01
  2.9774e+01  3.4672e+01  4.0395e+01  4.7135e+01  5.5000e+01  6.4178e+01
  7.4955e+01  8.7574e+01  1.0238e+02  1.1961e+02  1.3972e+02  1.6335e+02
  1.9088e+02  2.2295e+02  2.5973e+02  3.0213e+02  3.5030e+02  4.0458e+02
  4.6595e+02  5.3368e+02  6.1045e+02  6.9460e+02  7.9296e+02  9.0043e+02
  1.0170e+03
 
# PRE profile (mb) for lat -10.0000 degrees, month 10.0000:
  2.6346e-05  2.8628e-05  3.1107e-05  3.3983e-05  3.7413e-05  4.1189e-05
  4.5917e-05  5.1338e-05  5.7882e-05  6.5671e-05  7.5136e-05  8.6465e-05
  1.0025e-04  1.1656e-04  1.3641e-04  1.6018e-04  1.8863e-04  2.2309e-04
  2.6416e-04  3.1318e-04  3.7211e-04  4.4278e-04  5.2737e-04  6.2812e-04
  7.4880e-04  8.9295e-04  1.0648e-03  1.2698e-03  1.5152e-03  1.8088e-03
  2.1543e-03  2.5639e-03  3.0477e-03  3.6127e-03  4.2752e-03  5.0507e-03
  5.9472e-03  6.9871e-03  8.2015e-03  9.6270e-03  1.1300e-02  1.3264e-02
  1.5570e-02  1.8276e-02  2.1453e-02  2.5182e-02  2.9558e-02  3.4696e-02
  4.0693e-02  4.7685e-02  5.5749e-02  6.5098e-02  7.5959e-02  8.8385e-02
  1.0274e-01  1.1923e-01  1.3796e-01  1.5941e-01  1.8376e-01  2.1168e-01
  2.4322e-01  2.7905e-01  3.1942e-01  3.6508e-01  4.1671e-01  4.7479e-01
  5.4045e-01  6.1403e-01  6.9711e-01  7.9068e-01  8.9652e-01  1.0160e+00
  1.1513e+00  1.3040e+00  1.4767e+00  1.6739e+00  1.8979e+00  2.1541e+00
  2.4456e+00  2.7808e+00  3.1632e+00  3.6045e+00  4.1085e+00  4.6954e+00
  5.3681e+00  6.1540e+00  7.0613e+00  8.1261e+00  9.3618e+00  1.0799e+01
  1.2495e+01  1.4475e+01  1.6812e+01  1.9539e+01  2.2736e+01  2.6507e+01
  3.0936e+01  3.6204e+01  4.2429e+01  4.9804e+01  5.8573e+01  6.9010e+01
  8.1526e+01  9.6699e+01  1.1470e+02  1.3597e+02  1.6016e+02  1.8794e+02
  2.1951e+02  2.5451e+02  2.9434e+02  3.3793e+02  3.8725e+02  4.4171e+02
  5.0266e+02  5.6995e+02  6.4514e+02  7.2838e+02  8.2411e+02  9.2031e+02
  1.0170e+03
 
# PRE profile (mb) for lat 10.0000 degrees, month 10.0000:
  2.6333e-05  2.8638e-05  3.1144e-05  3.4065e-05  3.7545e-05  4.1381e-05
  4.6234e-05  5.1771e-05  5.8543e-05  6.6551e-05  7.6391e-05  8.8050e-05
  1.0249e-04  1.1957e-04  1.4007e-04  1.6495e-04  1.9474e-04  2.3032e-04
  2.7284e-04  3.2361e-04  3.8450e-04  4.5729e-04  5.4423e-04  6.4820e-04
  7.7203e-04  9.2008e-04  1.0972e-03  1.3084e-03  1.5616e-03  1.8634e-03
  2.2193e-03  2.6381e-03  3.1318e-03  3.7124e-03  4.3828e-03  5.1633e-03
  6.0670e-03  7.1166e-03  8.3405e-03  9.7607e-03  1.1423e-02  1.3369e-02
  1.5661e-02  1.8355e-02  2.1523e-02  2.5214e-02  2.9548e-02  3.4648e-02
  4.0564e-02  4.7471e-02  5.5554e-02  6.4898e-02  7.5727e-02  8.8198e-02
  1.0259e-01  1.1905e-01  1.3784e-01  1.5940e-01  1.8376e-01  2.1165e-01
  2.4299e-01  2.7867e-01  3.1899e-01  3.6459e-01  4.1615e-01  4.7397e-01
  5.3916e-01  6.1247e-01  6.9535e-01  7.8870e-01  8.9427e-01  1.0135e+00
  1.1485e+00  1.3014e+00  1.4746e+00  1.6718e+00  1.8956e+00  2.1514e+00
  2.4424e+00  2.7786e+00  3.1629e+00  3.6066e+00  4.1138e+00  4.7049e+00
  5.3828e+00  6.1708e+00  7.0812e+00  8.1489e+00  9.3923e+00  1.0843e+01
  1.2542e+01  1.4518e+01  1.6863e+01  1.9599e+01  2.2805e+01  2.6607e+01
  3.1082e+01  3.6375e+01  4.2634e+01  5.0044e+01  5.8859e+01  6.9388e+01
  8.2064e+01  9.7364e+01  1.1549e+02  1.3690e+02  1.6121e+02  1.8911e+02
  2.2088e+02  2.5600e+02  2.9597e+02  3.3981e+02  3.8921e+02  4.4364e+02
  5.0456e+02  5.7210e+02  6.4717e+02  7.2982e+02  8.2471e+02  9.2044e+02
  1.0170e+03
 
# PRE profile (mb) for lat 45.0000 degrees, month 10.0000:
  2.4618e-05  2.6679e-05  2.9039e-05  3.1607e-05  3.4658e-05  3.8185e-05
